=== FRESH25 STAGE1-2B START Thu Aug 20 02:12:49 BST 2026 ===
Loading GLiNER-BioMed model... (this may take a moment on the first run)
 Fetching 12 files:   0%|          | 0/12 [00:00<?, ?it/s] Fetching 12 files: 100%|██████████| 12/12 [00:00<00:00, 2615.04it/s]
Loading GLiNER-relex model... (this may take a moment on the first run)
 Fetching 10 files:   0%|          | 0/10 [00:00<?, ?it/s] Fetching 10 files: 100%|██████████| 10/10 [00:00<00:00, 2682.12it/s]
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Loading SapBERT model for vector normalization... (this may take a moment)
================================================================================
🚀 RUNNING END-TO-END PIPELINE (STAGE 1 -> STAGE 2a -> STAGE 2b) ON 25 NAMED NOTE(S)
================================================================================
Reading from /home/ec2-user/clinical_neuro_symbolic_pipeline_reorder/data/raw_notes/gold_notes.csv

[1/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 11532659-DS-11...
ℹ️ 17/26 relations in 11532659-DS-11 had at least one unlinked endpoint.
... 478 entities accepted, 478 normalized, 478 routed LOW, 54 non-asserted, 0 retained below threshold, 11 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [147/248] 'periprocedural infarction' (Condition)  [elapsed 51.4m | done 462 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [148/248] 'atherosclerosis' (Condition)  [elapsed 51.8m | done 463 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4306703 (Atherosclerosis)
  [149/248] 'Caudate' (Anatomy)  [elapsed 51.9m | done 464 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [150/248] 'MRI/MRA' (Procedure)  [elapsed 52.0m | done 465 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [151/248] 'PCA territory' (Anatomy)  [elapsed 52.2m | done 466 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [152/248] 'caudate' (Anatomy)  [elapsed 52.2m | done 467 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4001330 (Caudate nucleus structure)
  [153/248] 'right \nIJ' (Anatomy)  [elapsed 52.3m | done 468 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [154/248] 'hydralazine' (Medication)  [elapsed 52.4m | done 469 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1373928 (hydralazine)
  [155/248] 'oxycodone' (Medication)  [elapsed 52.5m | done 470 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1124957 (oxycodone)
  [156/248] 'Lidocaine' (Medication)  [elapsed 52.6m | done 471 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=989878 (lidocaine)
  [157/248] 'novacaine' (Medication)  [elapsed 52.7m | done 472 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [158/248] 'flushing' (Condition)  [elapsed 53.0m | done 473 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=318566 (Flushing)
  [159/248] 'sensation' (Qualifier)  [elapsed 53.1m | done 474 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [160/248] 'acetaminophen' (Medication)  [elapsed 53.1m | done 475 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1125315 (acetaminophen)
  [161/248] 'paresthesias' (Symptom)  [elapsed 53.2m | done 476 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [162/248] 'right IJ' (Anatomy)  [elapsed 53.3m | done 477 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [163/248] 'left homonymous hemianopsia' (Symptom)  [elapsed 53.4m | done 478 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4205568 (Left homonymous hemianopsia)
  [164/248] 'Stroke' (Condition)  [elapsed 53.5m | done 479 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=381316 (Cerebrovascular accident)
  [165/248] 'venous clot' (Condition)  [elapsed 53.6m | done 480 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [166/248] 'R IJ' (Anatomy)  [elapsed 53.8m | done 481 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=36695683 (Structure of right internal jugular vein)
  [167/248] 'sleep apnea' (Condition)  [elapsed 53.9m | done 482 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=313459 (Sleep apnea)
  [168/248] 'aortic arch' (Anatomy)  [elapsed 54.0m | done 483 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4211548 (Aortic arch structure)
  [169/248] 'CTA' (Procedure)  [elapsed 54.1m | done 484 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [170/248] 'Stroke risk' (Lab Test)  [elapsed 54.1m | done 485 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4047820 (Stroke risk)
  [171/248] 'TSH' (Lab Test)  [elapsed 54.2m | done 486 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [172/248] 'A1c' (Lab Test)  [elapsed 54.3m | done 487 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4184637 (Hemoglobin A1c measurement)
  [173/248] 'LDL 97' (Lab Test)  [elapsed 54.3m | done 488 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4331302 (Low density lipoprotein measurement)
  [174/248] 'Hypertension' (Condition)  [elapsed 54.5m | done 489 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [175/248] 'hypertension' (Condition)  [elapsed 54.5m | done 490 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [176/248] 'cough' (Symptom)  [elapsed 54.6m | done 491 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=254761 (Cough)
  [177/248] 'metoprolol' (Medication)  [elapsed 54.7m | done 492 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1307046 (metoprolol)
  [178/248] 'ST-elevation MI' (Condition)  [elapsed 54.8m | done 493 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [179/248] 'STEMI' (Lab Test)  [elapsed 54.8m | done 494 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [180/248] 'cardiac cath' (Procedure)  [elapsed 55.0m | done 495 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4223020 (Cardiac catheterization)
  [181/248] 'RCA occlusion' (Condition)  [elapsed 55.1m | done 496 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [182/248] 'TTE' (Symptom)  [elapsed 55.2m | done 497 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [183/248] 'Plavix' (Medication)  [elapsed 55.3m | done 498 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1322184 (clopidogrel)
  [184/248] 'ASA' (Medication)  [elapsed 55.3m | done 499 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [185/248] 'lisinopril' (Medication)  [elapsed 55.3m | done 500 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1308216 (lisinopril)
  [186/248] 'Leukocytosis' (Lab Test)  [elapsed 55.4m | done 501 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4190500 (Blood leukocyte number above reference range)
  [187/248] 'Leukocytosis' (Condition)  [elapsed 55.5m | done 502 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=438398 (Leukocytosis)
  [188/248] 'Low back pain' (Symptom)  [elapsed 55.6m | done 503 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=194133 (Low back pain)
  [189/248] 'low back pain' (Symptom)  [elapsed 55.7m | done 504 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=194133 (Low back pain)
  [190/248] 'CT L-spine' (Procedure)  [elapsed 55.8m | done 505 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [191/248] 'CT' (Procedure)  [elapsed 56.1m | done 506 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4300757 (Computed tomography)
  [192/248] 'L-spine' (Anatomy)  [elapsed 56.2m | done 507 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [193/248] 'degenerative changes' (Condition)  [elapsed 56.3m | done 508 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [194/248] 'tramadol' (Medication)  [elapsed 56.5m | done 509 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1103314 (tramadol)
  [195/248] 'Tylenol' (Medication)  [elapsed 56.6m | done 510 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [196/248] 'OSA' (Condition)  [elapsed 57.1m | done 511 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [197/248] 'sleep study' (Procedure)  [elapsed 57.2m | done 512 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4063847 (Sleep studies)
  [198/248] 'breast cancer' (Condition)  [elapsed 57.2m | done 513 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4112853 (Malignant tumor of breast)
  [199/248] 'venous thrombus' (Condition)  [elapsed 57.3m | done 514 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=444247 (Venous thrombosis)
  [200/248] 'PFO' (Anatomy)  [elapsed 57.4m | done 515 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [201/248] 'RIJ Thrombus' (Condition)  [elapsed 57.7m | done 516 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [202/248] 'right IJ clot' (Anatomy)  [elapsed 58.0m | done 517 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [203/248] 'ultrasound' (Procedure)  [elapsed 58.4m | done 518 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4037672 (Ultrasonography)
  [204/248] 'IJ' (Anatomy)  [elapsed 58.5m | done 519 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [205/248] 'Sleep study' (Procedure)  [elapsed 58.7m | done 520 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4063847 (Sleep studies)
  [206/248] 'orthostatic hypotension' (Symptom)  [elapsed 58.8m | done 521 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=319041 (Orthostatic hypotension)
  [207/248] 'Ischemic Stroke' (Condition)  [elapsed 58.9m | done 522 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4310996 (Ischemic stroke)
  [208/248] 'Dysphagia' (Condition)  [elapsed 59.0m | done 523 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=31317 (Dysphagia)
  [209/248] 'PCA infarct' (Condition)  [elapsed 59.1m | done 524 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [210/248] 'simvastatin' (Medication)  [elapsed 59.1m | done 525 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1539403 (simvastatin)
  [211/248] 'ezetemibe' (Medication)  [elapsed 59.2m | done 526 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1526475 (ezetimibe)
  [212/248] 'atorvastatin' (Medication)  [elapsed 59.3m | done 527 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1545958 (atorvastatin)
  [213/248] 'rosuvastatin' (Medication)  [elapsed 59.4m | done 528 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1510813 (rosuvastatin)
  [214/248] 'LDL' (Lab Test)  [elapsed 59.5m | done 529 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [215/248] 'LDL-c' (Lab Test)  [elapsed 59.6m | done 530 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4331302 (Low density lipoprotein measurement)
  [216/248] 'atrial \nfibrillation/flutter' (Condition)  [elapsed 59.7m | done 531 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [217/248] 'Tamoxifen' (Medication)  [elapsed 60.0m | done 532 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1436678 (tamoxifen)
  [218/248] 'Lisinopril' (Medication)  [elapsed 60.1m | done 533 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1308216 (lisinopril)
  [219/248] 'Acetaminophen' (Medication)  [elapsed 60.2m | done 534 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1125315 (acetaminophen)
  [220/248] 'Atorvastatin' (Medication)  [elapsed 60.3m | done 535 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1545958 (atorvastatin)
  [221/248] 'Bisacodyl' (Medication)  [elapsed 60.4m | done 536 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=924939 (bisacodyl)
  [222/248] 'Clopidogrel' (Medication)  [elapsed 60.5m | done 537 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1322184 (clopidogrel)
  [223/248] 'Cyclobenzaprine' (Medication)  [elapsed 60.6m | done 538 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=778711 (cyclobenzaprine)
  [224/248] 'Metoprolol Succinate XL' (Medication)  [elapsed 60.7m | done 539 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [225/248] 'Polyethylene Glycol' (Medication)  [elapsed 61.1m | done 540 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [226/248] 'Constipation' (Condition)  [elapsed 61.1m | done 541 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=75860 (Constipation)
  [227/248] 'ischemic' (Qualifier)  [elapsed 61.2m | done 542 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [228/248] 'posterior cerebral artery' (Anatomy)  [elapsed 61.2m | done 543 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [229/248] 'infarct' (Symptom)  [elapsed 61.4m | done 544 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [230/248] 'Mental Status' (Procedure)  [elapsed 61.5m | done 545 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4190990 (Neurological mental status determination)
  [231/248] 'Activity Status' (Symptom)  [elapsed 61.5m | done 546 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4030753 (Physical functional dependency)
  [232/248] 'ISCHEMIC STROKE' (Condition)  [elapsed 61.5m | done 547 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4310996 (Ischemic stroke)
  [233/248] 'HEMORRHAGIC \nCONVERSION' (Condition)  [elapsed 61.6m | done 548 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [234/248] 'brain' (Anatomy)  [elapsed 61.7m | done 549 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [235/248] 'heart surgery' (Procedure)  [elapsed 61.8m | done 550 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4275564 (Operation on heart)
  [236/248] 'patent foramen ovale' (Anatomy)  [elapsed 61.9m | done 551 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [237/248] 'tamoxifen' (Medication)  [elapsed 62.1m | done 552 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1436678 (tamoxifen)
  [238/248] 'PLAVIX' (Medication)  [elapsed 62.2m | done 553 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1322184 (clopidogrel)
  [239/248] 'aspirin' (Medication)  [elapsed 62.2m | done 554 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1112807 (aspirin)
  [240/248] 'Sudden' (Qualifier)  [elapsed 62.3m | done 555 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [241/248] 'partial' (Qualifier)  [elapsed 62.3m | done 556 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [242/248] 'complete' (Qualifier)  [elapsed 62.4m | done 557 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [243/248] 'loss of vision' (Condition)  [elapsed 62.4m | done 558 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=44790784 (Loss of vision)
  [244/248] 'Sudden loss of the ability to speak words from your mouth' (Symptom)  [elapsed 62.5m | done 559 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [245/248] 'Sudden loss of the ability to understand others speaking to \nyou' (Symptom)  [elapsed 62.5m | done 560 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [246/248] 'Sudden weakness of one side of the body' (Symptom)  [elapsed 62.5m | done 561 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [247/248] 'Sudden drooping of one side of the face' (Symptom)  [elapsed 62.5m | done 562 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [248/248] 'Sudden loss of sensation of one side of the body' (Symptom)  [elapsed 62.5m | done 563 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
[note 3/25] 11997336-DS-3: 173 record(s), 173 remaining after resume-skip
  [1/173] 'hypertension' (Condition)  [elapsed 62.5m | done 564 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [2/173] 'diabetes' (Condition)  [elapsed 62.6m | done 565 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=201820 (Diabetes mellitus)
  [3/173] 'hyperlipidemia' (Condition)  [elapsed 62.7m | done 566 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=432867 (Hyperlipidemia)
  [4/173] 'left-sided rib pain' (Symptom)  [elapsed 62.8m | done 567 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [5/173] 'umbilicus' (Anatomy)  [elapsed 63.1m | done 568 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4300066 (Umbilical structure)
  [6/173] 'cold' (Condition)  [elapsed 63.2m | done 569 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [7/173] 'shortness of \nbreath' (Symptom)  [elapsed 63.3m | done 570 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=312437 (Dyspnea)
  [8/173] 'left ribs' (Anatomy)  [elapsed 63.4m | done 571 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [9/173] 'fatigue' (Symptom)  [elapsed 63.5m | done 572 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4223659 (Fatigue)
  [10/173] 'Demerol' (Medication)  [elapsed 63.6m | done 573 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1102527 (meperidine)
  [11/173] 'Reglan' (Medication)  [elapsed 63.6m | done 574 | skipped 0 | errors 0]
